Date,Payment,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Revenue
2019-01-03,Credit card,343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,75.88
2019-02-13,Credit card,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,80.72
2019-01-28,Credit card,243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,112.62
2019-01-05,Credit card,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,71.2
2019-03-19,Ewallet,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,155.24
2019-01-12,Ewallet,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,294.2
2019-01-07,Credit card,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,548.55
2019-01-26,Cash,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,257.7
2019-01-23,Cash,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,396.36
2019-02-09,Ewallet,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,171.81
2019-02-22,Cash,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,488.79
2019-02-05,Cash,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,524.16
2019-03-07,Credit card,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,133.26
2019-03-25,Cash,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,135.24
2019-01-20,Credit card,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,112.44
2019-02-04,Cash,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,144.08
2019-01-30,Ewallet,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,985.2
2019-01-02,Ewallet,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,249.96
2019-03-29,Ewallet,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,217.26
2019-03-14,Cash,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,194.22
2019-02-11,Credit card,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,892
2019-01-30,Ewallet,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,339.36
2019-03-20,Ewallet,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,447.06
2019-03-20,Cash,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,198.5
2019-01-17,Credit card,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,812.1
2019-02-03,Credit card,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,493.3
2019-01-01,Cash,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,591.66
2019-01-10,Credit card,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,559.02
2019-03-02,Ewallet,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,517.86
2019-02-25,Credit card,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,410.2
2019-01-29,Cash,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,266.7
2019-03-10,Ewallet,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,70.91
2019-01-13,Credit card,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,144.78
2019-03-22,Credit card,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,429.55
2019-03-01,Ewallet,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,569.17
2019-02-20,Cash,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,241.2
2019-01-14,Ewallet,592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,127.08
2019-03-26,Cash,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,257.08
2019-03-01,Ewallet,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,139.02
2019-01-07,Cash,390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,81.66
2019-02-01,Cash,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,310.72
2019-02-13,Credit card,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,185.96
2019-01-14,Credit card,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,72.32
2019-01-19,Ewallet,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,189.18
2019-03-09,Credit card,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,206.84
2019-03-27,Cash,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,157.02
2019-02-04,Ewallet,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,215.3
2019-03-14,Cash,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,596.1
2019-03-04,Cash,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,73.1
2019-03-03,Credit card,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,279.18
2019-01-27,Ewallet,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,169.68
2019-02-07,Cash,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,45.58
2019-02-05,Ewallet,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,225.6
2019-03-15,Cash,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,290.4
2019-03-01,Credit card,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,44.46
2019-02-15,Credit card,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,156.6
2019-02-17,Ewallet,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,419.94
2019-01-26,Cash,258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,184.25
2019-03-24,Ewallet,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,140.64
2019-01-23,Ewallet,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,83.08
2019-01-26,Credit card,881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,64.99
2019-03-14,Ewallet,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,775.6
2019-03-17,Ewallet,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,327.06
2019-01-08,Cash,484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,363.23
2019-02-08,Cash,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,127
2019-02-10,Ewallet,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,375.55
2019-03-28,Credit card,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,199.16
2019-01-23,Ewallet,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,30.61
2019-01-17,Ewallet,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,115.78
2019-02-07,Credit card,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,28.96
2019-03-09,Cash,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,890.73
2019-01-24,Cash,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,279.66
2019-01-19,Credit card,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,80.93
2019-02-03,Ewallet,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,674.5
2019-03-20,Ewallet,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,348.48
2019-01-13,Cash,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,435.6
2019-03-14,Ewallet,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,439.55
2019-01-23,Credit card,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,591.18
2019-02-07,Ewallet,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,260.76
2019-03-28,Credit card,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,215.04
2019-03-20,Cash,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,91.61
2019-01-17,Credit card,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,662.13
2019-01-12,Credit card,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,832.5
2019-02-16,Cash,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,91.35
2019-01-26,Cash,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,157.76
2019-03-09,Ewallet,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,121.74
2019-03-14,Cash,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,825.8
2019-01-25,Ewallet,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,159.9
2019-01-26,Credit card,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,12.09
2019-01-19,Credit card,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,641.9
2019-03-05,Ewallet,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,234.93
2019-01-15,Credit card,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,167.54
2019-03-18,Ewallet,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,299.1
2019-03-20,Credit card,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,239.73
2019-01-15,Credit card,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,664.7
2019-03-03,Credit card,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,202.65
2019-03-19,Cash,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,46.2
2019-03-08,Cash,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,88.15
2019-02-27,Ewallet,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,157.26
2019-02-23,Ewallet,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,296.37
2019-03-19,Ewallet,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,708.4
2019-03-27,Ewallet,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,111.34
2019-03-30,Credit card,131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,580.16
2019-02-16,Ewallet,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,60.25
2019-01-18,Ewallet,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,174.24
2019-03-30,Cash,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,421.26
2019-03-20,Cash,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,33.63
2019-01-16,Cash,859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,30.98
2019-02-24,Cash,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,247.4
2019-01-15,Ewallet,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,378.3
2019-01-22,Cash,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,334.86
2019-02-03,Cash,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,727.8
2019-03-06,Ewallet,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,335.88
2019-02-16,Credit card,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,240.72
2019-03-14,Credit card,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,47.07
2019-02-27,Credit card,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,99.69
2019-01-18,Ewallet,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,264.45
2019-01-29,Cash,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,139.65
2019-02-26,Credit card,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,55.45
2019-02-03,Cash,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,128.91
2019-01-16,Credit card,842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,119.98
2019-03-24,Credit card,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,352.5
2019-02-12,Credit card,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,871
2019-02-21,Cash,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,197.6
2019-02-04,Ewallet,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,194.52
2019-02-20,Ewallet,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,173.22
2019-02-23,Ewallet,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,71.88
2019-02-16,Ewallet,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,286.26
2019-01-17,Credit card,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,81.24
2019-01-14,Ewallet,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,560.4
2019-03-30,Cash,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,186.8
2019-03-02,Ewallet,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,220.23
2019-02-15,Credit card,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,269.12
2019-03-01,Credit card,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,454.8
2019-02-24,Cash,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,167.54
2019-02-19,Credit card,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,448.56
2019-02-23,Cash,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,293.88
2019-02-07,Ewallet,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,589.5
2019-01-11,Ewallet,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,291
2019-02-12,Cash,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,39.48
2019-01-14,Credit card,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,34.81
2019-01-09,Ewallet,370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,295.92
2019-02-27,Ewallet,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,42.96
2019-01-24,Ewallet,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,138.48
2019-01-08,Credit card,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,98.2
2019-01-08,Credit card,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,129.66
2019-01-16,Cash,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,635.6
2019-03-13,Cash,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,145.76
2019-02-15,Cash,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,201.3
2019-01-25,Cash,394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,631.71
2019-03-12,Ewallet,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,385.28
2019-03-04,Cash,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,486.3
2019-02-10,Cash,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,513.66
2019-01-16,Cash,372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,473.4
2019-01-29,Cash,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,436.85
2019-01-01,Ewallet,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,108.16
2019-01-06,Ewallet,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,248.76
2019-02-19,Credit card,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,626.22
2019-01-12,Ewallet,751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,975
2019-02-07,Ewallet,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,483.28
2019-03-27,Credit card,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,96.96
2019-02-27,Credit card,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,197.7
2019-01-06,Cash,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,724.23
2019-03-02,Cash,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,795.51
2019-03-29,Cash,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,502.39
2019-01-31,Ewallet,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,172
2019-01-21,Cash,162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,68.98
2019-01-20,Ewallet,760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,124.96
2019-01-17,Ewallet,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,77.1
2019-02-28,Cash,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,483.72
2019-03-19,Ewallet,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,302.12
2019-02-19,Ewallet,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,698.67
2019-02-04,Ewallet,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,124.65
2019-01-31,Ewallet,735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,789.6
2019-02-06,Credit card,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,178.4
2019-03-28,Ewallet,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,500.22
2019-01-19,Credit card,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,35.82
2019-02-17,Credit card,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,136.14
2019-01-18,Credit card,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,104.88
2019-02-02,Cash,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,178.92
2019-01-18,Cash,678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,815.67
2019-03-18,Credit card,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,132.36
2019-01-11,Cash,592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,257.39
2019-02-04,Ewallet,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,93.36
2019-02-06,Cash,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,228
2019-01-08,Credit card,442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,166.71
2019-03-05,Credit card,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,697.4
2019-03-16,Ewallet,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,389.04
2019-03-09,Cash,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,365.26
2019-03-01,Credit card,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,89.28
2019-02-28,Ewallet,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,168
2019-02-08,Ewallet,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,19.7
2019-01-24,Ewallet,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,531.16
2019-03-01,Ewallet,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,53.72
2019-03-10,Credit card,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,819.5
2019-03-23,Credit card,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,568.4
2019-01-29,Ewallet,137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,587.6
2019-01-12,Ewallet,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,732.48
2019-03-20,Cash,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,845.64
2019-03-23,Cash,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,389.27
2019-01-14,Ewallet,451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,84.83
2019-02-12,Ewallet,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,143.26
2019-02-20,Ewallet,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,75.38
2019-01-02,Credit card,345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,253.36
2019-02-02,Cash,390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,38.42
2019-01-08,Credit card,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,652.3
2019-01-30,Credit card,664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,52.65
2019-03-26,Credit card,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,110.61
2019-01-15,Cash,314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,568.61
2019-03-14,Ewallet,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,89.28
2019-02-03,Credit card,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,136.4
2019-02-22,Ewallet,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,174.2
2019-01-24,Ewallet,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,366.4
2019-01-25,Ewallet,288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,254.61
2019-03-09,Credit card,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,778.32
2019-02-17,Ewallet,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,285.92
2019-01-11,Cash,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,579.12
2019-02-27,Ewallet,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,188.5
2019-03-25,Ewallet,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,221.56
2019-02-11,Credit card,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,772
2019-01-31,Credit card,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,721.3
2019-01-20,Ewallet,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,511.04
2019-03-26,Ewallet,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,53.45
2019-01-20,Credit card,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,222
2019-03-05,Ewallet,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,763.68
2019-01-05,Credit card,801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,228.18
2019-02-13,Cash,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,82.14
2019-03-16,Cash,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,382.56
2019-01-15,Cash,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,68.58
2019-02-26,Ewallet,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,382.16
2019-02-27,Credit card,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,601.09
2019-02-17,Ewallet,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,475.93
2019-02-06,Credit card,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,52.42
2019-01-17,Cash,200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,131.3
2019-01-22,Credit card,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,144.3
2019-03-05,Credit card,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,457.17
2019-01-03,Cash,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,93.38
2019-03-20,Cash,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,126.25
2019-01-31,Ewallet,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,790.83
2019-02-19,Cash,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,174.4
2019-02-11,Ewallet,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,379.04
2019-02-05,Credit card,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,30.62
2019-03-03,Cash,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,352.08
2019-02-24,Ewallet,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,50.8
2019-02-04,Credit card,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,522.06
2019-02-19,Ewallet,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,575.12
2019-01-23,Credit card,790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,54.95
2019-01-14,Credit card,704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,181.41
2019-01-17,Ewallet,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,412.37
2019-03-03,Credit card,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,46.41
2019-02-15,Credit card,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,274.2
2019-01-15,Credit card,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,973.7
2019-02-27,Credit card,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,648.2
2019-02-26,Credit card,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,93.22
2019-03-15,Ewallet,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,54.36
2019-01-24,Cash,443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,60.87
2019-02-22,Cash,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,244.9
2019-03-15,Credit card,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,92.78
2019-02-11,Ewallet,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,433.45
2019-01-12,Ewallet,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,138.06
2019-03-03,Ewallet,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,241.6
2019-03-23,Ewallet,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,471.73
2019-03-04,Cash,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,440.64
2019-02-23,Cash,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,680.31
2019-03-17,Cash,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,309.88
2019-01-16,Credit card,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,186.36
2019-01-08,Cash,257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,200.92
2019-01-14,Cash,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,17.75
2019-01-31,Ewallet,189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,621.8
2019-03-15,Ewallet,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,86
2019-02-24,Credit card,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,402.6
